antecedent;consequent;lift;confidence;support;netconf;amplitude;coverage
XLF [-6.67, 3.83]%, SPY [-1.20, 10.08]%, GOOGL [-16.83, -1.78]%, CPB [-13.61, 4.73]%, UUP [-3.11, 0.25]%, NVDA [-7.31, 7.89]%, WMT [-8.82, 0.99]%, XLK [-17.04, 12.06]%;XLE [-0.87, 7.55]%;1.215;0.76;0.016;0.138;0.647;0.021
GOOGL [-16.83, 19.48]%, HYG [-8.37, 8.54]%, XLK [-15.85, -0.09]%, SAP [-28.84, 22.44]%, GLD [-2.27, 5.17]%, XOM [1.74, 6.07]%, NVDA [-28.12, 23.93]%, DIA [-18.87, 7.11]%;XLE [-1.15, 27.88]%;1.365;0.943;0.043;0.264;0.404;0.045
GOOGL [-16.83, 11.37]%, MU [-7.55, 37.01]%, IYR [-2.25, 33.08]%, NVDA [-29.49, 36.33]%, XOM [1.81, 18.07]%, DIA [-11.32, 3.69]%, XLK [-16.10, 2.16]%, AAPL [-6.12, 9.78]%;XLE [-1.21, 21.65]%;1.415;0.982;0.137;0.334;0.476;0.139
GOOGL [-16.83, 24.78]%, IWM [4.72, 20.31]%, DIA [-3.92, 8.91]%, XLK [-4.98, 12.80]%, UUP [-2.35, 4.61]%, MSFT [-3.98, 3.51]%;XLE [-1.60, 10.93]%;1.368;1.0;0.016;0.273;0.539;0.016
GOOGL [-15.78, 12.15]%, MSFT [-8.85, 16.89]%, XOM [3.52, 18.07]%, XLK [-15.76, 15.47]%, SAP [-23.25, 22.44]%, NVDA [5.63, 19.64]%, HYG [-11.65, 11.47]%, DIA [-3.71, 13.27]%;XLE [1.60, 27.88]%;2.887;1.0;0.026;0.671;0.37;0.026
GOOGL [-16.02, 19.39]%, MSFT [-6.04, 16.89]%, NVDA [10.47, 33.00]%, DIA [-15.91, 12.82]%;XLE [-1.73, 20.70]%;1.216;0.912;0.053;0.172;0.407;0.058
CPB [-11.70, 19.66]%, SPY [-17.32, 10.72]%, DIA [1.61, 10.73]%;XLE [-1.75, 9.55]%;1.234;0.917;0.18;0.217;0.465;0.196
MSFT [-0.14, 4.39]%, IYR [-11.46, 33.08]%, EEM [4.35, 26.43]%, SAP [-15.51, 22.44]%, DIA [-8.35, 5.14]%;XLE [-1.77, 12.89]%;1.26;0.946;0.03;0.201;0.565;0.032
MU [-10.09, 37.37]%, DIS [-2.28, 20.69]%, SPY [-13.03, 17.92]%, XOM [2.59, 18.07]%, HYG [-11.65, 11.09]%, GOOGL [-9.85, 14.65]%, XLK [-12.92, 8.27]%, MSFT [-11.06, 16.89]%, NVDA [-9.28, 25.49]%, DIA [-1.87, 6.37]%;XLE [1.93, 19.91]%;2.945;0.89;0.11;0.671;0.426;0.124
SAP [-27.53, 22.44]%, GOOGL [-16.36, 10.04]%, HYG [-1.17, 6.60]%, MU [-0.95, 38.52]%, NVDA [10.13, 27.16]%, AAPL [1.58, 18.41]%, DIA [-5.29, 14.60]%;XLE [-1.94, 27.66]%;1.259;0.969;0.026;0.205;0.496;0.027
MSFT [-2.49, 12.03]%, XOM [-9.13, 18.07]%, DIA [-6.65, -2.70]%;XLE [-10.91, -1.45]%;2.538;0.684;0.011;0.421;0.671;0.016
KO [-14.16, 8.17]%, SPY [-17.96, 15.07]%, HYG [-4.36, 11.47]%, MSFT [-8.07, 5.29]%, DIA [-11.99, 0.09]%;XLE [-11.02, 0.60]%;1.449;0.728;0.252;0.345;0.459;0.346
AAPL [-21.08, 18.41]%, KO [-17.93, 2.27]%, XOM [-24.21, -0.44]%, MSFT [-3.49, 13.03]%, UUP [-3.68, 0.03]%;XLE [-11.17, -2.36]%;2.231;0.419;0.042;0.257;0.484;0.1
XLK [-17.04, 13.23]%, XOM [-11.51, 5.93]%, JNJ [-5.31, 0.69]%, GOOGL [-12.72, -2.13]%, MSFT [-5.28, 16.89]%;XLE [-11.58, 0.81]%;1.204;0.657;0.075;0.126;0.559;0.114
MSFT [-9.81, 9.98]%, DIA [-7.35, -4.89]%;XLE [-13.08, 1.23]%;1.421;0.857;0.01;0.257;0.704;0.012
SPY [-14.49, 13.84]%, month([9, 10]), AAPL [-5.00, 11.33]%, DIA [-18.87, 8.82]%, MSFT [-8.09, -2.29]%;XLE [-14.13, -0.51]%;1.32;0.5;0.01;0.124;0.592;0.02
GOOGL [-15.79, 12.53]%, SAP [-28.84, 22.44]%, HYG [-11.47, 6.10]%, XLK [-14.60, -4.65]%, KO [-18.76, 7.91]%, NVDA [-23.28, 23.45]%, AAPL [-19.09, 7.62]%, DIA [-18.87, 9.92]%;XLE [-14.72, 0.36]%;1.646;0.784;0.025;0.318;0.342;0.032
JNJ [-10.36, 1.77]%, MSFT [1.00, 15.98]%, HYG [-1.74, 0.40]%;XLE [-15.13, 0.97]%;1.214;0.693;0.096;0.142;0.682;0.139
MSFT [-9.35, 10.17]%, DIA [-10.87, 1.04]%, UUP [-3.68, 4.17]%;XLE [-15.71, 1.31]%;1.236;0.758;0.425;0.329;0.521;0.561
JNJ [-9.79, 3.65]%, SPY [-18.01, 11.00]%, DIA [-6.19, -0.83]%, HYG [-1.74, 7.76]%, MSFT [-1.26, 16.37]%;XLE [-16.38, 0.06]%;1.765;0.782;0.058;0.366;0.555;0.074
DIA [-9.76, 1.12]%, CPB [-7.59, 20.14]%, MSFT [-7.67, 14.48]%;XLE [-18.42, -2.55]%;1.324;0.244;0.165;0.184;0.487;0.675
GLD [-5.06, -3.01]%, SAP [-28.84, 22.44]%, GOOGL [-16.28, 6.66]%, XLK [-17.04, 11.93]%, NVDA [-11.83, 17.53]%, XOM [-4.86, 2.63]%, DIA [-2.38, 13.55]%;XLE [-19.97, 0.26]%;1.428;0.667;0.02;0.206;0.519;0.031
DIA [-2.14, 9.59]%, IWM [-24.00, 21.65]%, GOOGL [-9.23, 29.23]%, IYR [-0.22, 33.08]%, WMT [-17.89, 15.32]%, HYG [-11.58, 11.47]%, XLK [-9.46, 13.35]%;XLE [2.84, 16.70]%;1.203;0.241;0.117;0.079;0.303;0.485
MSFT [-6.76, 15.96]%, GOOGL [-16.83, -4.51]%;XLE [-27.52, -3.75]%;3.189;0.329;0.023;0.243;0.561;0.07
HYG [-11.65, 11.47]%, XLK [-17.04, 15.47]%, GOOGL [-16.83, 29.27]%, MSFT [1.43, 16.89]%, AAPL [-24.13, 14.52]%, NVDA [3.18, 36.33]%, DIA [-14.20, 15.11]%, week_number([604, 871]);XLE [3.04, 27.88]%;1.312;0.241;0.011;0.06;0.298;0.046
MU [-2.03, 36.45]%, DIA [-5.83, 15.11]%, MSFT [-8.60, 7.64]%, AAPL [-8.12, 5.68]%, month([7, 8]), GOOGL [-16.06, 10.43]%;XLE [3.93, 14.49]%;1.352;0.165;0.014;0.047;0.615;0.083
GOOGL [-16.34, 9.60]%, SAP [-28.84, 22.44]%, WMT [1.69, 15.32]%, NVDA [-31.19, 35.74]%, TLT [1.13, 11.91]%, DIA [-12.47, 4.96]%;XLE [-4.42, 0.09]%;1.338;0.5;0.031;0.135;0.418;0.061
GOOGL [-16.34, 9.60]%, SAP [-28.84, 22.44]%, WMT [1.69, 15.32]%, NVDA [-31.19, 35.74]%, TLT [1.13, 11.91]%, DIA [-12.47, 4.96]%;XLE [-4.42, 0.09]%;1.338;0.5;0.031;0.135;0.418;0.061
GLD [-4.51, 13.30]%, GOOGL [-16.37, 1.07]%, DIA [-17.74, 9.12]%, MSFT [-8.98, -1.97]%;XLE [-6.11, -3.75]%;2.913;0.176;0.023;0.133;0.576;0.131
DIA [-8.33, 7.96]%, MSFT [-6.34, 16.41]%, SPY [-16.85, 13.63]%, KO [-18.54, -0.26]%, month([7, 12]), XOM [-15.77, 15.77]%;XLE [-7.50, -3.96]%;1.747;0.121;0.021;0.063;0.456;0.177
DIA [-11.52, 1.66]%, CPB [-13.61, 20.14]%, SPY [-18.55, 13.76]%, MSFT [-9.99, 16.89]%;XLE [-7.85, -2.88]%;1.209;0.168;0.134;0.143;0.372;0.797
week_number([787, 985]), DIA [-11.76, -0.29]%;XLE [-8.55, -0.19]%;1.442;0.583;0.036;0.191;0.786;0.061
month([6, 8]), DIA [-10.12, 1.61]%;XLE [-8.73, -1.14]%;1.415;0.413;0.081;0.151;0.784;0.196
XOM [-0.62, 0.70]%, AAPL [-24.13, 12.81]%, GOOGL [-16.83, 3.20]%, MSFT [-9.70, 15.32]%;XLE [-8.96, 1.17]%;1.317;0.773;0.128;0.223;0.553;0.166
XLK [-17.04, 4.90]%, XOM [-14.83, 0.08]%, JNJ [-9.94, 6.51]%, DIA [-9.06, 6.26]%;XLE [-9.01, -0.55]%;1.973;0.724;0.317;0.636;0.55;0.439
CPB [-12.57, 20.14]%, DIA [-9.87, 1.62]%;XLE [-9.62, -4.55]%;1.218;0.074;0.059;0.065;0.537;0.798
DIA [-6.36, 1.20]%, week_number([855, 972]);XLE [-9.78, -0.49]%;1.317;0.493;0.032;0.127;0.843;0.064
KO [-10.25, 5.13]%, DIA [-18.12, 3.18]%, week_number([471, 572]), XOM [-16.93, 18.07]%, MSFT [-5.03, 15.73]%;XLE [-9.79, 0.79]%;1.208;0.649;0.054;0.122;0.534;0.083
MU [-27.90, 24.94]%, GOOGL [-16.83, 10.30]%, IWM [-24.00, 8.78]%, EEM [-22.86, 26.09]%, DIA [-10.73, 2.40]%, HYG [-11.65, 11.32]%, MSFT [-13.11, 9.38]%, XLK [-14.23, 6.58]%;XLF [-11.72, -4.76]%;1.319;0.046;0.034;0.043;0.376;0.74
GOOGL [-16.83, 3.85]%, XOM [-0.64, 9.66]%, XLK [-12.31, 10.13]%, SPY [-1.49, 6.14]%;XLF [2.48, 26.93]%;1.207;0.212;0.099;0.068;0.605;0.467
GOOGL [-16.83, 23.98]%, MU [-7.35, 41.42]%, DIS [-5.85, 16.38]%, QQQ [-16.20, 0.42]%, CPB [-5.83, 10.04]%, MSFT [-13.55, 3.01]%;XLF [-28.98, -2.38]%;1.221;0.176;0.059;0.048;0.442;0.334
DIA [-18.87, 12.14]%, GOOGL [-3.79, -1.36]%, IWM [-15.77, 8.82]%, AAPL [-23.79, 13.17]%, NVDA [-16.95, 1.17]%, XLK [-5.80, 15.47]%, XLE [-15.92, 27.88]%;XLF [-30.17, -2.89]%;1.551;0.176;0.019;0.07;0.447;0.107
GOOGL [-15.38, 4.12]%, EEM [-25.71, 16.36]%, DIA [-5.56, 1.42]%, XLK [-11.23, 8.97]%;XLF [-6.24, -1.83]%;1.385;0.234;0.152;0.185;0.58;0.649
GOOGL [-16.14, 8.81]%, WMT [1.91, 6.70]%, month([11, 12]), CPB [-10.18, 7.03]%, XLE [-24.92, 21.22]%;XLK [0.20, 10.99]%;1.395;0.775;0.026;0.227;0.608;0.034
GOOGL [-0.40, 12.25]%;XLK [0.22, 7.57]%;1.33;0.716;0.426;0.438;0.75;0.595
GOOGL [-8.40, 11.60]%, EEM [-22.31, 24.95]%, SPY [1.72, 9.10]%;XLK [-0.77, 8.66]%;1.391;0.991;0.185;0.342;0.55;0.187
WMT [-9.56, 13.90]%, month([10, 11]), XLV [-15.91, 8.39]%, NVDA [-7.64, 24.45]%;XLK [0.88, 11.34]%;1.246;0.514;0.076;0.119;0.493;0.148
UUP [-2.18, 2.99]%, GOOGL [0.85, 17.03]%, TLT [-4.76, -1.53]%, AAPL [-9.40, 11.60]%, DIS [-13.42, 13.26]%, HYG [-11.57, 11.47]%, MSFT [-8.19, 8.65]%, MU [-11.12, 33.38]%, XLE [-7.25, 7.88]%, XLF [-21.66, 20.49]%, JNJ [-13.48, 10.28]%;XLK [-0.96, 15.47]%;1.253;0.93;0.068;0.203;0.457;0.073
MU [0.14, 29.55]%, GOOGL [-16.83, 29.40]%, QQQ [-4.56, 14.83]%, WMT [-15.88, -1.20]%, DIS [-8.93, 18.19]%, CPB [-1.15, 20.14]%, SPY [0.45, 1.71]%, DIA [-13.95, 15.11]%;XLK [1.02, 3.41]%;1.955;0.556;0.013;0.278;0.485;0.023
MU [0.14, 29.55]%, GOOGL [-16.83, 29.40]%, QQQ [-4.56, 14.83]%, WMT [-15.88, -1.20]%, DIS [-8.93, 18.19]%, CPB [-1.15, 20.14]%, SPY [0.45, 1.71]%, DIA [-13.95, 15.11]%;XLK [1.02, 3.41]%;1.955;0.556;0.013;0.278;0.485;0.023
MU [-31.18, 40.60]%, SPY [-1.55, 7.53]%, XLE [-4.42, 5.61]%, UUP [-3.12, 2.35]%, month(12), WMT [-1.95, 2.98]%, NVDA [-13.73, 36.33]%;XLK [1.06, 9.13]%;1.236;0.455;0.021;0.091;0.646;0.047
IWM [-21.51, 21.65]%, GOOGL [-7.60, 4.05]%, SPY [-2.82, 8.06]%, DIA [-0.94, 5.87]%, GLD [-11.38, 13.30]%, BA [-5.54, 78.22]%;XLK [-1.07, 6.77]%;1.211;0.896;0.52;0.372;0.488;0.581
GOOGL [-4.28, 15.02]%, XLF [-0.27, 21.38]%;XLK [1.36, 8.20]%;1.5;0.481;0.262;0.352;0.674;0.544
MU [-3.34, 37.59]%, month([11, 12]), GOOGL [-16.17, 24.17]%, SPY [-2.76, 17.92]%, MSFT [-7.01, 8.23]%, WMT [-6.75, 2.31]%, NVDA [2.76, 25.46]%, XLF [-27.68, 29.58]%, UUP [-0.67, 1.73]%;XLK [-1.38, 15.47]%;1.259;1.0;0.022;0.21;0.531;0.022
AAPL [8.15, 14.12]%, SHY [-0.92, 1.35]%, GOOGL [-11.35, 6.43]%, EEM [-25.71, 19.79]%;XLK [-1.50, 10.75]%;1.203;0.968;0.026;0.168;0.451;0.026
GOOGL [-3.36, 8.64]%, SPY [-0.21, 6.36]%, week_number([862, 1172]);XLK [-1.62, 9.61]%;1.231;0.994;0.151;0.22;0.738;0.152
IWM [7.57, 21.65]%, TLT [-6.50, 11.91]%, NVDA [-3.17, 19.61]%;XLK [-1.78, 14.17]%;1.215;1.0;0.012;0.179;0.47;0.012
EEM [-25.71, 10.88]%, GOOGL [-16.82, 13.60]%, IWM [2.34, 7.22]%, DIA [-9.12, 12.73]%, MSFT [-11.16, 2.21]%;XLK [-1.79, 3.54]%;1.261;0.93;0.09;0.213;0.559;0.097
EEM [-25.71, 10.88]%, GOOGL [-16.82, 13.60]%, IWM [2.34, 7.22]%, DIA [-9.12, 12.73]%, MSFT [-11.16, 2.21]%;XLK [-1.79, 3.54]%;1.261;0.93;0.09;0.213;0.559;0.097
NVDA [-17.84, 34.80]%, MU [-37.17, 33.87]%, HYG [-11.62, 11.47]%, XLE [-26.59, 27.88]%, GOOGL [-5.34, 1.34]%;XLK [-10.22, 1.61]%;1.213;0.869;0.406;0.287;0.343;0.468
CPB [-1.61, 3.01]%, DIS [-12.93, 5.23]%, XLE [-19.38, -0.27]%, SAP [-9.07, -4.63]%, UUP [-1.46, 4.19]%, TLT [-4.24, 8.01]%, DIA [-12.94, 0.98]%;XLK [-10.32, 0.87]%;1.731;1.0;0.015;0.429;0.637;0.015
GOOGL [-16.83, 1.66]%, DIA [-17.75, 13.46]%, IWM [-18.35, 19.75]%, SPY [-8.68, 9.24]%, XLE [-32.97, -3.07]%, XLF [-30.17, -2.79]%, MSFT [-14.15, 7.27]%;XLK [-10.93, -0.60]%;3.23;0.967;0.05;0.704;0.436;0.052
GOOGL [-16.83, -7.25]%, WMT [-17.38, 2.21]%, DIA [-7.82, 6.29]%;XLK [-11.05, 1.92]%;1.216;0.929;0.022;0.169;0.603;0.024
DIA [-10.33, 8.44]%, GOOGL [-7.57, -1.43]%, SPY [-2.70, 4.79]%, WMT [-16.95, 13.90]%, week_number([1, 330]);XLK [-11.20, 1.82]%;1.283;0.966;0.048;0.224;0.59;0.049
DIA [-3.96, 8.01]%, GOOGL [-16.53, 10.56]%, IWM [-23.22, -0.27]%;XLK [-11.65, 1.19]%;1.392;0.905;0.317;0.393;0.541;0.351
WMT [-16.61, -0.36]%, DIA [-12.16, 12.04]%, GOOGL [-16.83, 29.40]%, SPY [-4.56, -0.24]%, XLF [-1.33, 21.79]%;XLK [-12.06, -0.01]%;1.949;0.773;0.049;0.402;0.493;0.064
GOOGL [-16.83, 10.52]%, DIA [-4.90, 1.18]%;XLK [-12.49, 1.86]%;1.202;0.908;0.601;0.45;0.596;0.661
DIA [-8.96, 3.82]%, GOOGL [-16.23, 0.88]%, month(12), SPY [-11.71, 3.33]%;XLK [-13.43, 1.00]%;1.392;0.849;0.038;0.25;0.68;0.045
GOOGL [-15.61, -7.18]%, DIA [-16.17, 4.26]%, SPY [-7.79, 5.03]%, XLF [-6.42, 30.39]%, MSFT [-7.70, 3.11]%;XLK [-13.66, 1.89]%;1.202;0.917;0.019;0.157;0.579;0.02
month([9, 11]), WMT [-12.25, 15.32]%, GOOGL [-16.83, 12.87]%, UUP [0.96, 1.89]%;XLK [-13.67, -0.28]%;1.263;0.447;0.015;0.096;0.576;0.032
GOOGL [-16.83, -0.60]%, MSFT [-5.04, 3.67]%, SPY [-2.27, -1.62]%, WMT [-6.37, 15.32]%, CPB [-13.61, 5.43]%, month([10, 12]);XLK [-14.01, -0.05]%;2.57;1.0;0.01;0.617;0.653;0.01
NVDA [-27.88, 8.42]%, MU [-30.84, 38.43]%, HYG [-11.36, 1.89]%, GOOGL [-16.80, 3.11]%, SHY [-0.56, 0.46]%, XOM [-5.67, 12.73]%, month(12), week_number([348, 736]), MSFT [-3.09, 0.49]%, XLE [-9.96, 19.89]%;XLK [-14.05, 1.74]%;1.349;1.0;0.01;0.261;0.583;0.01
DIA [-7.42, 15.11]%, IWM [-7.01, 21.65]%, GOOGL [-9.90, 17.45]%, WMT [-17.42, 9.21]%, SPY [-9.99, 5.43]%, AAPL [-11.91, 13.63]%, NVDA [-33.72, 36.33]%, SAP [-25.88, -3.06]%;XLK [-14.26, 0.31]%;1.693;0.786;0.094;0.365;0.383;0.119
GOOGL [-12.96, 2.87]%, HYG [-11.57, 11.47]%, DIA [-7.35, 15.10]%, SPY [-5.01, 1.49]%;XLK [-14.45, 1.68]%;1.267;0.921;0.507;0.431;0.466;0.55
GOOGL [-16.83, -2.02]%, XOM [-4.55, 18.07]%;XLK [-14.83, 0.86]%;1.491;0.861;0.164;0.35;0.561;0.19
GOOGL [-16.83, -7.40]%, DIA [-16.61, 1.85]%, XLE [-34.55, 15.59]%, SPY [-10.44, 11.04]%;XLK [-16.06, 1.42]%;1.367;0.935;0.025;0.258;0.466;0.026
DIA [-8.21, 4.61]%, GOOGL [-16.83, 13.02]%, DIS [-6.58, 15.68]%, SPY [-7.48, 6.36]%, IYR [-17.64, 33.08]%, TLT [-3.40, -1.21]%, SAP [-11.20, -1.34]%;XLK [-16.08, -0.30]%;1.635;0.579;0.028;0.236;0.559;0.049
HYG [-11.63, 11.47]%, EEM [-17.26, 17.90]%, WMT [-17.64, -1.51]%, XLE [-6.92, 14.92]%, JNJ [-15.06, 10.28]%, DIA [-10.67, 10.31]%;XLK [-16.14, 0.19]%;1.321;0.577;0.09;0.166;0.345;0.155
DIS [-3.30, 12.60]%, SHY [-0.36, 1.25]%, WMT [-13.83, -1.20]%, month([10, 12]), GOOGL [-16.83, 6.24]%, SPY [-6.36, 7.71]%, NVDA [-21.30, 15.83]%, DIA [-7.62, 5.05]%, MSFT [-8.79, -1.22]%;XLK [-16.56, 0.69]%;1.725;0.938;0.013;0.399;0.583;0.014
DIA [-10.82, 15.11]%, GOOGL [-16.83, 2.80]%, SPY [-11.86, 1.39]%, XLF [-30.17, 6.11]%, MSFT [-7.42, 6.45]%;XLK [-16.60, 1.78]%;1.268;0.949;0.569;0.501;0.482;0.6
DIA [-14.26, 15.11]%, EEM [-25.71, 28.15]%, GOOGL [-16.83, -3.42]%, XLE [-26.79, 7.53]%, SPY [-12.30, 3.38]%, UUP [-0.57, 5.36]%, MSFT [-13.62, 14.23]%;XLK [-16.65, 1.69]%;1.305;0.958;0.078;0.244;0.368;0.081
GOOGL [-14.98, -0.56]%, XLF [-3.95, 23.67]%, XOM [-1.79, 7.15]%, DIA [-18.87, 3.44]%, MSFT [-8.33, 2.95]%, HYG [-11.65, 11.47]%, SPY [-3.95, 8.67]%;XLK [-17.04, 0.26]%;1.52;0.699;0.117;0.287;0.521;0.167
AAPL [-14.58, 18.41]%, GLD [1.97, 13.30]%, TLT [-5.55, 9.44]%, UUP [-3.89, 1.48]%, DIA [-15.87, -1.75]%, XLE [-10.83, 2.86]%;XLK [-17.04, 0.37]%;2.089;1.0;0.02;0.532;0.471;0.02
MU [-26.37, 34.38]%, TLT [-6.50, 11.45]%, month([11, 12]), CPB [-0.79, 2.96]%, UUP [-1.71, 6.24]%, WMT [-18.03, 2.10]%, XLE [-34.55, 21.05]%, JNJ [-15.06, 10.28]%, MSFT [-13.75, 2.02]%, NVDA [-5.28, 34.96]%;XLK [-17.04, -0.39]%;1.222;0.413;0.016;0.078;0.398;0.039
GOOGL [-16.83, 21.46]%, IYR [-21.66, 33.08]%, SHY [-0.52, 1.35]%, WMT [-9.84, 12.50]%, QQQ [-14.01, -0.82]%, MU [-43.61, 36.15]%, SPY [-6.00, 2.78]%, HYG [-11.59, 9.78]%, DIA [-10.70, 8.62]%, XLE [3.03, 6.83]%, SAP [-25.82, 17.75]%;XLK [-17.04, 1.30]%;1.499;1.0;0.015;0.338;0.358;0.015
GOOGL [-14.59, 16.62]%, IWM [-19.32, 7.96]%, DIA [-6.64, 11.61]%, SPY [-9.49, -0.09]%, XLF [-30.17, -5.70]%, MSFT [-5.18, 15.72]%;XLK [-17.04, 1.65]%;1.376;1.0;0.01;0.276;0.478;0.01
GOOGL [-14.92, -1.41]%, SPY [-3.25, 3.80]%;XLK [-17.04, 1.71]%;1.245;0.919;0.202;0.232;0.647;0.22
DIA [-13.75, 4.98]%, GOOGL [-3.51, 6.50]%, SHY [-0.70, 1.35]%, SPY [-3.25, 1.36]%, XLF [-22.81, 31.52]%, MSFT [-9.40, 4.64]%;XLK [-17.04, 1.82]%;1.241;0.937;0.51;0.4;0.475;0.544
GOOGL [-16.83, 17.06]%, DIA [-5.18, 6.77]%, SPY [-0.94, 0.15]%, MSFT [-10.55, 4.47]%, GLD [2.67, 11.83]%;XLK [-17.04, 1.88]%;1.308;1.0;0.021;0.241;0.582;0.021
MSFT [-12.37, 7.43]%, DIA [-11.62, 15.11]%, GOOGL [-15.92, 0.28]%, MU [-22.57, 37.64]%, XLE [-10.68, 25.15]%;XLK [-17.04, -6.42]%;1.382;0.024;0.01;0.012;0.447;0.434
IWM [-2.36, 4.57]%, GOOGL [-16.81, 1.59]%, DIA [-15.59, 13.77]%, SAP [-16.74, 22.44]%, XLE [-0.81, 0.96]%;XLK [-2.36, 2.07]%;1.302;0.867;0.1;0.227;0.61;0.115
GOOGL [-6.62, 5.63]%, EEM [-25.71, 2.39]%, DIA [-5.09, 8.03]%, SPY [-7.21, 7.41]%, MSFT [-6.79, 6.58]%;XLK [-2.86, 0.23]%;1.214;0.425;0.284;0.226;0.657;0.669
GOOGL [-6.62, 5.63]%, EEM [-25.71, 2.39]%, DIA [-5.09, 8.03]%, SPY [-7.21, 7.41]%, MSFT [-6.79, 6.58]%;XLK [-2.86, 0.23]%;1.214;0.425;0.284;0.226;0.657;0.669
GOOGL [-12.56, 26.77]%, SHY [-0.92, 1.35]%, TLT [2.73, 7.88]%, week_number([7, 1172]), MSFT [-11.33, 5.23]%, HYG [-11.63, 11.12]%, UUP [-2.29, 4.04]%;XLK [-4.88, -1.00]%;1.75;0.379;0.019;0.171;0.338;0.049
GOOGL [-12.56, 26.77]%, SHY [-0.92, 1.35]%, TLT [2.73, 7.88]%, week_number([7, 1172]), MSFT [-11.33, 5.23]%, HYG [-11.63, 11.12]%, UUP [-2.29, 4.04]%;XLK [-4.88, -1.00]%;1.75;0.379;0.019;0.171;0.338;0.049
GOOGL [-16.83, 1.97]%, IWM [-19.93, 12.73]%, XLF [-6.13, 30.66]%, MSFT [-13.52, 14.06]%, HYG [-11.57, 11.47]%, SPY [-6.39, 1.98]%;XLK [-6.49, 1.81]%;1.232;0.909;0.478;0.361;0.427;0.526
HYG [-11.65, 11.47]%, WMT [-1.95, 1.69]%, month(12), SPY [-6.75, 11.38]%, DIA [-8.48, 7.77]%, UUP [-1.64, 6.24]%, NVDA [-30.11, 27.94]%, XLE [-6.51, 1.58]%, MSFT [-5.17, 3.67]%;XLK [-8.27, 0.51]%;1.414;0.711;0.023;0.215;0.572;0.032
SPY [-7.89, 8.48]%, month([11, 12]), GOOGL [-16.83, 1.60]%, WMT [0.03, 10.26]%, XOM [-0.78, 7.67]%, XLE [-9.64, 27.88]%, UUP [-4.71, 2.60]%, DIA [-9.75, 10.22]%, MSFT [-2.99, 4.64]%, NVDA [-15.48, 36.33]%;XLK [-8.27, 1.32]%;1.239;0.821;0.02;0.162;0.588;0.024
GOOGL [-12.50, -1.97]%, month([11, 12]), SPY [-3.19, 6.06]%;XLK [-9.33, 0.78]%;1.554;0.868;0.028;0.32;0.78;0.032
DIA [-10.75, 15.11]%, DIS [-8.59, 15.74]%, GOOGL [-16.83, 6.44]%, NVDA [-33.62, -6.92]%, WMT [-4.50, 10.68]%, XLE [-7.33, 3.47]%, IWM [-18.83, 18.20]%, MSFT [-12.37, 3.29]%;XLK [-9.86, -1.00]%;2.968;0.734;0.04;0.515;0.512;0.055
WMT [-6.83, 3.76]%, GOOGL [-13.60, 11.39]%, QQQ [-13.61, 14.75]%, DIA [-7.69, 10.07]%, XLK [5.15, 15.05]%;XOM [0.70, 5.75]%;1.41;0.571;0.01;0.169;0.55;0.018
QQQ [-16.20, 14.83]%, WMT [-1.21, 5.32]%, CPB [-0.51, 10.64]%, month([11, 12]), DIA [-12.00, 15.11]%, SPY [-0.21, 5.61]%, GOOGL [-16.13, 29.40]%;XOM [1.56, 18.07]%;1.302;0.421;0.027;0.104;0.509;0.065
MU [-9.75, 41.42]%, WMT [-7.57, 15.32]%, SPY [-3.35, 13.81]%, MSFT [-2.95, 7.05]%, GOOGL [-13.45, 10.91]%, QQQ [-4.92, 14.83]%, XLK [-15.56, 7.98]%, DIA [-7.68, 10.51]%, EEM [5.80, 26.81]%;XOM [1.96, 12.86]%;2.931;0.773;0.015;0.519;0.493;0.019
MSFT [-7.18, 5.12]%, MU [-33.52, 40.75]%, GOOGL [2.36, 6.01]%, QQQ [-16.20, 14.83]%, XLE [-14.09, 0.06]%, SPY [-3.04, 5.70]%, UUP [-3.78, 6.24]%;XOM [-20.56, -3.27]%;2.021;0.25;0.011;0.132;0.491;0.044
WMT [-3.65, 15.30]%, EEM [-25.18, 28.15]%, GOOGL [-16.83, 4.70]%, EFX [-32.27, 16.56]%, SPY [-15.52, -0.34]%, XLK [-17.04, 3.62]%, NVDA [-34.50, 36.33]%, EWP [-20.49, -1.60]%, UUP [-2.67, 4.54]%;XOM [-22.68, 0.85]%;1.443;0.832;0.11;0.294;0.343;0.132
DIS [-10.16, 13.12]%, EEM [-19.17, 17.72]%, MSFT [-12.44, 6.82]%, GOOGL [-16.83, 4.64]%, KO [-19.19, 0.87]%, XLE [-9.68, -3.34]%, SHY [-0.57, 0.09]%, DIA [-18.87, 15.11]%, EFX [-22.69, 20.81]%;XOM [-23.96, -0.52]%;2.617;0.962;0.044;0.623;0.432;0.045
MSFT [-14.16, 12.62]%, WMT [-16.41, 15.32]%, SPY [-6.32, 8.70]%, EEM [-19.17, 28.15]%, UUP [-2.05, 6.24]%, KO [-19.13, -2.08]%, week_number([284, 1089]);XOM [-24.33, 0.15]%;1.369;0.631;0.045;0.183;0.306;0.072
